keyword,pubmedId,author_name,affiliation,institute,address
Lyticase,34162722,Meng Q,"State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing, China.",Institute of Zoology,"China, Bei Jing Shi, Chao Yang Qu, Bei Chen Xi Lu, 华严里40 邮政编码: 100017"
Lyticase,34162722,Wu PP,"College of Life Sciences, University of Chinese Academy of Sciences, Beijing, China.",University of Chinese Academy of Sciences,"Huairou District, China, 101408"
Lyticase,34162722,Li MM,"College of Life Sciences, University of Chinese Academy of Sciences, Beijing, China.",University of Chinese Academy of Sciences,"Huairou District, China, 101408"
Lyticase,34162722,Shu RH,"College of Life Sciences, University of Chinese Academy of Sciences, Beijing, China.",University of Chinese Academy of Sciences,"Huairou District, China, 101408"
Lyticase,34162722,Zhou GL,"State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing, China.",Institute of Zoology,"China, Bei Jing Shi, Chao Yang Qu, Bei Chen Xi Lu, 华严里40 邮政编码: 100017"
Lyticase,34162722,Zhang JH,"State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing, China.",Institute of Zoology,"China, Bei Jing Shi, Chao Yang Qu, Bei Chen Xi Lu, 华严里40 邮政编码: 100017"
Lyticase,34162722,Zhang H,"State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing, China.",Institute of Zoology,"China, Bei Jing Shi, Chao Yang Qu, Bei Chen Xi Lu, 华严里40 邮政编码: 100017"
Lyticase,34162722,Jiang H,"Department of Entomology and Plant Pathology, Oklahoma State University, Stillwater, OK; and.",Oklahoma State University,"301, Physical Sciences, Stillwater, OK 74075, USA"
Lyticase,34162722,Qin QL,"State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing, China; qinql@ioz.ac.cn zouzhen@ioz.ac.cn.",Institute of Zoology,"1 Zhong Guan Cun Bei Er Tiao, Hai Dian Qu, Bei Jing Shi, China, 100190"
Lyticase,34162722,Zou Z,"Chinese Academy of Sciences Center for Excellence in Biotic Interactions, University of Chinese Academy of Sciences, Beijing, China.",University of Chinese Academy of Sciences,"52 San Li He Lu, Xi Cheng Qu, Bei Jing Shi, China, 100045"
Lyticase,25753645,De Brucker K,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Tan Y,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Vints K,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,De Cremer K,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium Department of Plant Systems Biology, VIB, Ghent, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Braem A,"Department of Materials Engineering, MTM, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 44/bus 2450, 3001 Leuven, Belgium"
Lyticase,25753645,Verstraeten N,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Michiels J,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Vleugels J,"Department of Materials Engineering, MTM, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 44/bus 2450, 3001 Leuven, Belgium"
Lyticase,25753645,Cammue BP,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium Department of Plant Systems Biology, VIB, Ghent, Belgium bruno.cammue@biw.kuleuven.be.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,25753645,Thevissen K,"Centre of Microbial and Plant Genetics, CMPG, KU Leuven, Leuven, Belgium.",Unparsed,"Kasteelpark Arenberg 31, 3001 Leuven, Belgium"
Lyticase,1827112,Patton JL,"Department of Biochemistry, University of Kentucky, Lexington 40536.",University of Kentucky,"145, Biomedical Biological Sciences Research Building, 741 S Limestone, Lexington, KY 40508, USA"
Lyticase,1938939,Adams CC,"Department of Biochemistry and Molecular Biology, Louisiana State University Medical Center, Shreveport 71130.",Louisiana State University Medical Center,"1501 Kings Hwy, Shreveport, LA 71103, USA"
Lyticase,24171161,Vellanki RN,"Centre for Biotechnology, Institute of Science and Technology, Jawaharlal Nehru Technological University, Kukatpally, Hyderabad, Andhra Pradesh 500085, India ; Ontario Cancer Institute, Princess Margaret Cancer Centre, 610 University Avenue, Toronto, ON, Canada M5G 2M9.",Jawaharlal Nehru Technological University,"Jawaharlal Nehru Technological University, Kukatpally, Hyderabad, Telangana 500085, India"
Lyticase,2228219,Hazen KC,"Division of Biological Sciences, University of Montana, Missoula 59812.",University of Montana,"Health Sciences, 32 Campus Dr, Missoula, MT 59812, USA"
Lyticase,7890381,Blasi E,"Department of Experimental Medicine and Biochemical Sciences, University of Perugia, Italy.",University of Perugia,"Unnamed Road, 06132, 06132 Perugia PG, Italy"
Lyticase,32801551,Sachivkina N,"Department of Microbiology and Virology, RUDN University, Miklukho Maklaya Street, 6, Moscow 117198, Russia.",RUDN University,"ul. Miklukho-Maklaya, 6, Moskva, Russia, 117198"
Lyticase,32801551,Lenchenko E,"Department of Veterinary Medicine, Moscow State University of Food Production, Volokolamskoe Highway, 11, Moscow 125080, Russia.",Moscow State University of Food Production,"Volokolamskoye shosse, 11, Moskva, Russia, 125080"
Lyticase,32801551,Blumenkrants D,"Department of Veterinary Medicine, Moscow State University of Food Production, Volokolamskoe Highway, 11, Moscow 125080, Russia.",Moscow State University of Food Production,"Volokolamskoye shosse, 11, Moskva, Russia, 125080"
Lyticase,32801551,Ibragimova A,"Department of Foreign Languages, Agrarian Technological Institute, RUDN University, Miklukho Maklaya Street, 6, Moscow 117198, Russia.",RUDN University,"ul. Miklukho-Maklaya, 6, Moskva, Russia, 117198"
Lyticase,32801551,Bazarkina O,"Department of Management and Economy in Pharmacy, Medical Institute, RUDN University, Miklukho Maklaya Street, 6, Moscow 117198, Russia.",RUDN University,"ul. Miklukho-Maklaya, 8, Moskva, Russia, 117198"
Lyticase,11355334,Le Guével R,"Université de Rennes, Rennes, France. remy.le-guevel@univ-rennes1.fr",Université de Rennes,"7 Pl. Hoche, 35000 Rennes, France"
Lyticase,15448865,Cavalheiro RA,"Departamento de Patologia Clínica, Faculdade de Ciências Médicas, Universidade Estadual de Campinas, 13083-970 Campinas, SP, Brazil.",Universidade Estadual de Campinas,"R. Tessália Vieira de Camargo, 126 - Cidade Universitária, Campinas - SP, 13083-887, Brazil"
Lyticase,16849719,Al-Fattani MA,"Division of Infection and Immunity, Institute of Biomedical and Life Sciences, Joseph Black Building, University of Glasgow, Glasgow G12 8QQ, UK.",University of Glasgow,"Glasgow G12 8QQ, UK"
Lyticase,16849719,Douglas LJ,"Division of Infection and Immunity, Institute of Biomedical and Life Sciences, Joseph Black Building, University of Glasgow, Glasgow G12 8QQ, UK.",University of Glasgow,"Glasgow G12 8QQ, UK"
Lyticase,18287291,Metwally L,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,Fairley DJ,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,Coyle PV,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,Hay RJ,"Queen's University of Belfast, School of Medicine and Dentistry, Belfast, Northern Ireland.",Queen's University of Belfast,"Queen's University Belfast, 97 Lisburn Rd, Belfast BT9 7BL, UK"
Lyticase,18287291,Hedderwick S,"Department of Infectious Diseases, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"Royal Victoria Hospital, 274 Grosvenor Road, Belfast BT12 6BA, UK"
Lyticase,18287291,McCloskey B,"Regional Intensive Care Unit, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,O'Neill HJ,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,Webb CH,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,18287291,Elbaz W,"Department of Infectious Diseases, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"Royal Victoria Hospital, 274 Grosvenor Road, Belfast BT12 6BA, UK"
Lyticase,18287291,McMullan R,"Department of Medical Microbiology, Royal Victoria Hospital, Belfast, Northern Ireland.",Unparsed,"274 Grosvenor Rd, Belfast BT12 6BA, UK"
Lyticase,29910923,Jiang N,"School of Engineering and Applied Sciences , Harvard University , Cambridge , Massachusetts 02138 , USA . Email: xyyang@seas.harvard.edu.",Harvard University ,"29 Oxford St, Cambridge, MA 02138, USA"
Lyticase,29910923,Ying GL,"Division of Engineering in Medicine , Brigham and Women's Hospital , Harvard Medical School , Cambridge , Massachusetts 02139 , USA.",Harvard Medical School ,"900 Commonwealth Ave, Boston, MA 02115, USA"
Lyticase,29910923,Yetisen AK,"School of Chemical Engineering , University of Birmingham , Birmingham B15 2TT , UK.",University of Birmingham ,"University of Birmingham, S W Campus, Birmingham B15 2TT, UK"
Lyticase,29910923,Montelongo Y,"Universidad De La Salle Bajío , León , 37150 , México.",Universidad De La Salle Bajío ,"Universidad de La Salle Bajío, Lomas del Campestre, 37150 León de los Aldama, Gto., Mexico"
Lyticase,29910923,Shen L,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing , Wuhan University of Technology , 122 Luoshi Road , Wuhan , 430070 , China . Email: xyyang@whut.edu.cn.",Wuhan University of Technology ,"China, Hu Bei Sheng, Wu Han Shi, Qing Shan Qu, 和平大道947号 邮政编码: 430081"
Lyticase,29910923,Xiao YX,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing , Wuhan University of Technology , 122 Luoshi Road , Wuhan , 430070 , China . Email: xyyang@whut.edu.cn.",Wuhan University of Technology ,"China, Hu Bei Sheng, Wu Han Shi, Qing Shan Qu, 和平大道947号 邮政编码: 430081"
Lyticase,29910923,Busscher HJ,"University of Groningen , University Medical Center Groningen , Department of Biomedical Engineering , Antonius Deusinglaan 1 , 9713 AV , Groningen , The Netherlands.",University of Groningen ,"Hoendiepskade 23/24, 9718 BG Groningen, Netherlands"
Lyticase,29910923,Yang XY,"School of Engineering and Applied Sciences , Harvard University , Cambridge , Massachusetts 02138 , USA . Email: xyyang@seas.harvard.edu.",Harvard University ,"29 Oxford St, Cambridge, MA 02138, USA"
Lyticase,29910923,Su BL,"Laboratory of Inorganic Materials Chemistry , University of Namur , 61, rue de Bruxelles , 5000 Namur , Belgium . Email: bao-lian.su@fundp.ac.be.",University of Namur ,"Rue de Bruxelles 61, 5000 Namur, Belgium"
Lyticase,21861765,Lass-Flörl C,"Division of Hygiene and Medical Microbiology, Innsbruck Medical University, Fritz-Pregl-Straße 3, 6020 Innsbruck, Austria. cornelia.lass-floerl@i-med.ac.at",Innsbruck Medical University,"Christoph-Probst-Platz 1, Innrain 52 A, Fritz-Pregl-Straße 3, 6020 Innsbruck, Austria"
Lyticase,22833944,Lakshminarayanan R,"Department of Inorganic Chemistry, School of Chemistry, Madurai Kamaraj University, Madurai, India.",Madurai Kamaraj University,"Palkalai Nagar, Tamil Nadu 625021, India"
Lyticase,24724806,Brinkmann M,"Institute for Environmental Research, Department of Ecosystem Analysis, ABBt-Aachen Biology and Biotechnology, RWTH Aachen University , Worringerweg 1, 52074 Aachen, Germany.",RWTH Aachen University ,"Worringerweg 1, 52074 Aachen, Germany"
Lyticase,29266292,Szilágyi M,"Faculty of Science and Technology, Department of Biotechnology and Microbiology, University of Debrecen, Debrecen, Hungary.",University of Debrecen,"Debrecen, Nagyerdei krt. 98, 4032 Hungary"
Lyticase,29266292,Anton F,"Faculty of Science and Technology, Department of Biotechnology and Microbiology, University of Debrecen, Debrecen, Hungary.",University of Debrecen,"Debrecen, Nagyerdei krt. 98, 4032 Hungary"
Lyticase,29266292,Pócsi I,"Faculty of Science and Technology, Department of Biotechnology and Microbiology, University of Debrecen, Debrecen, Hungary.",University of Debrecen,"Debrecen, Nagyerdei krt. 98, 4032 Hungary"
Lyticase,29266292,Emri T,"Faculty of Science and Technology, Department of Biotechnology and Microbiology, University of Debrecen, Debrecen, Hungary.",University of Debrecen,"Debrecen, Nagyerdei krt. 98, 4032 Hungary"
Lyticase,29675537,Wang G,"State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical Technology, Beijing, 100029, China. yangwt@mail.buct.edu.cn zhaocw@mail.buct.edu.cn.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,31816151,Öztürk S,"Industrial Biotechnology and Metabolic Engineering Laboratory, Department of Biotechnology, Graduate School of Natural and Applied Sciences, Middle East Technical University, Ankara, Turkey.",Middle East Technical University,"Üniversiteler, Şht. Selami Atabey Cd. Ortadoğu Teknik Üniversitesi, 06800 Çankaya/Ankara, Türkiye"
Lyticase,31816151,Demir İ,"Industrial Biotechnology and Metabolic Engineering Laboratory, Department of Biotechnology, Graduate School of Natural and Applied Sciences, Middle East Technical University, Ankara, Turkey.",Middle East Technical University,"Üniversiteler, Şht. Selami Atabey Cd. Ortadoğu Teknik Üniversitesi, 06800 Çankaya/Ankara, Türkiye"
Lyticase,31816151,Çalık P,"Industrial Biotechnology and Metabolic Engineering Laboratory, Department of Biotechnology, Graduate School of Natural and Applied Sciences, Middle East Technical University, Ankara, Turkey.",Middle East Technical University,"Üniversiteler, Şht. Selami Atabey Cd. Ortadoğu Teknik Üniversitesi, 06800 Çankaya/Ankara, Türkiye"
Lyticase,33464648,Terzioğlu E,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Alkım C,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Arslan M,"Department of Genetics, Faculty of Veterinary Medicine, Van Yüzüncü Yıl University, Van, Turkey.",Van Yüzüncü Yıl University,"Bardakçı, 65000 Van Merkez/Van, Türkiye"
Lyticase,33464648,Balaban BG,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Holyavkin C,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Kısakesen Hİ,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Topaloğlu A,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Yılmaz Şahin Ü,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Gündüz Işık S,"Department of Chemistry, Faculty of Science and Letters, Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Akman S,"Department of Chemistry, Faculty of Science and Letters, Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,33464648,Çakar ZP,"Dr. Orhan Öcalgiray Molecular Biology, Biotechnology and Genetics Research Center (ITU-MOBGAM), Istanbul Technical University, Istanbul, Turkey.",Istanbul Technical University,"Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
Lyticase,34591443,Jiao C,"Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,Zhao C,"Key Laboratory of Biomedical Materials of Natural Macromolecules, Ministry of Education Beijing, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,Ma Y,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,34591443,Yang W,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing, 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,36177690,He J,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"China, Zhe Jiang Sheng, Hang Zhou Shi, Xi Hu Qu, 黄龙石虎山路746C+6Q3 邮政编码: 310058"
Lyticase,36177690,Ye Y,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
Lyticase,36177690,Zhang D,"Institute of Translational Medicine, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"China, Zhe Jiang Sheng, Hang Zhou Shi, Xi Hu Qu, 黄龙石虎山路746C+6Q3 邮政编码: 310058"
Lyticase,36177690,Yao K,"Zhejiang Provincial Key Lab of Ophthalmology, Zhejiang University, Hangzhou, 310009, China.",Zhejiang University,"866 Yu Hang Tang Lu, Xi Hu Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310027"
Lyticase,36177690,Zhou M,"Research Center for Life Science and Human Health, Binjiang Institute of Zhejiang University, Hangzhou, 310053, China.",Binjiang Institute of Zhejiang University,"54HX+3W2, Dong Xin Da Dao, Bin Jiang Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310053"
Lyticase,37967289,Wang K,"Beijing Laboratory of Biomedical Materials, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,37967289,Zhao C,"Key Laboratory of Biomedical Materials of Natural Macromolecules, Ministry of Education Beijing, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,37967289,Ma Y,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Lyticase,37967289,Yang W,"Key Laboratory of Carbon Fiber and Functional Polymers Ministry of Education, Beijing University of Chemical Technology, Beijing 100029, China.",Beijing University of Chemical Technology,"Chaoyang, China, 100013"
Glucanase,33247920,Arai N,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
Glucanase,33247920,Ohno Y,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
Glucanase,33247920,Jumyo S,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-4-1 Ōkubo, Shinjuku City, Tokyo 169-8555, Japan"
Glucanase,33247920,Hamaji Y,"Department of Biology, Faculty of Education and Integrated Arts and Sciences, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
Glucanase,33247920,Ohyama T,"Department of Biology, Faculty of Education and Integrated Arts and Sciences, Waseda University, Shinjuku-ku, Tokyo, Japan.",Waseda University,"3-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
Glucanase,34125212,Duarte ME,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA.",North Carolina State University,"Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
Glucanase,34125212,Sparks C,"Huvepharma, Inc., Peachtree City, GA, 30269, USA.",Unparsed,"525 Westpark Dr, Peachtree City, GA 30269, USA"
Glucanase,34125212,Kim SW,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA.",North Carolina State University,"Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
Glucanase,27216084,Mestre P,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
Glucanase,27216084,Arista G,"SVQV, INRA, Université de Strasbourg, Colmar, F-68000, France.",Université de Strasbourg,"4 Rue Blaise Pascal, 67081 Strasbourg, France"
